title,url,views,year,image_url,content
хомяк в шляпе,https://memepedia.ru/xomyak-v-shlyape/,17100,2023,https://memepedia.ru/wp-content/uploads/2023/12/homjak-v-shljape-otkuda-mem-360x270.jpg,"Хомяк в шляпе – мем по мотивам треда из твиттера дизайнерши, которая придумала концепцию упаковки для корма. Но вместо ее проекта запустили дизайн с хомяком в шляпе. Девушка пожаловалась на несправедливость, но многие пользователи оказались очарованы вторым вариантом."
их виль нихт,https://memepedia.ru/ix-vil-nixt/,74800,2023,https://memepedia.ru/wp-content/uploads/2023/11/ih-vil-niht-360x270.jpg,"Их виль нихт – мем с волком, танцующим под песню Komm tanzen? Ich will nicht. В Тиктоке шаблон используют для описания ситуаций, связанных с радостью, энергичностью и пофигизмом."
дети поют  ,https://memepedia.ru/deti-poyut-turn-around/,53000,2023,https://memepedia.ru/wp-content/uploads/2024/07/total_eclipse-360x270.jpg,"Дети поют Turn Around – мем с видео, где школьники поют песню Бонни Тайлер Total Eclipse of the Heart. Все дети не очень попадают в ноты, но один мальчик поет просто прекрасно. Учительница в восторге от этого исполнения. Фрагмент взят из фильма “Дневник слабака”. Мем показывает ситуации, когда человек выбирает что-то из большого количества альтернатив."
тиньков оценивает,https://memepedia.ru/tinkov-ocenivaet/,44000,2023,https://memepedia.ru/wp-content/uploads/2023/11/7-627bab7a33d74-360x270.jpg,"Тиньков оценивает (Тинькoв комментирует, Шкала оценки Тинькова) – мем с разными отрывками из интервью Олега Тинькова Дудю, которые звучат как оценки или комментарии чего-либо."
козел и кот,https://memepedia.ru/kozel-i-kot/,12600,2023,https://memepedia.ru/wp-content/uploads/2023/10/kozel-i-kot-mem-360x270.jpg,"Козел и кот (Rambling goat and Huh cat) – мем из Тиктока с шаблонами болтающего козла и растерянного кота. Козел издает быстрые бессвязные звуки и символизирует кого-то болтающего, надоедливого. Кот говорит “а?” и символизирует полное непонимание."
потому что понабирают всяких долбоебов,https://memepedia.ru/potomu-chto-ponabirayut-vsyakix-dolboebov/,33500,2023,https://memepedia.ru/wp-content/uploads/2023/10/kosmonavt-s-pivom-mem-360x270.jpg,"Потому что понабирают всяких долбоебов (I was lightning before the thunder) – абстрактный мем из Тиктока, состоящий из двух слайдов. На первом – рандомный вопрос со словами “Знаете почему…?” На втором – картинка с астронавтом, который сидит с бутылкой пива на Луне."
дамы и господа шварценеггер в костюме,https://memepedia.ru/damy-i-gospoda-shvarcenegger-v-kostyume/,45900,2023,https://memepedia.ru/wp-content/uploads/2023/10/mem-shvarcneger-360x270.jpg,"Дамы и господа (Шварценеггер в костюме) – мем с Арнольдом Шварценеггером в деловом костюме, который улыбается и держит шляпу. Картинку используют в связке с фразой “Дамы и господа, теперь…”"
кот хрустит,https://memepedia.ru/kot-xrustit/,18100,2023,https://memepedia.ru/wp-content/uploads/2023/10/koshka-hrustit-360x270.jpg,"Кот хрустит (Хрустящая кошка, Crunchy cat) – мем с бело-коричневой кошкой, которая хрустит, поедая корм. Видео используют, чтобы показать разные лакомства, которые можно есть с удовольствием."
ни мозгов ни денег,https://memepedia.ru/ni-mozgov-ni-deneg/,6500,2023,https://memepedia.ru/wp-content/uploads/2023/10/ni-mozgov-ni-deneg-360x270.jpg,"Ни мозгов ни денег – мем из Тиктока, основанный на строчке из песни “Мозги & деньги” группы “Комсомольск”. Пользователи иронизируют над своим финансовым положением."
бритни спирс танцует с ножами,https://memepedia.ru/britni-spirs-tancuet-s-nozhami/,7400,2023,https://memepedia.ru/wp-content/uploads/2023/10/britni-spirs-tancuet-s-nozhami-360x270.jpg,"Бритни Спирс танцует с ножами (Hibachi Britney, Britney Spears’ Knives Dance) – мем с певицей Бритни Спирс, которая танцует, размахивая ножами."
человекпаук и его темная сторона,https://memepedia.ru/chelovek-pauk-i-ego-temnaya-storona/,15300,2023,https://memepedia.ru/wp-content/uploads/2023/10/svetlyj-i-temnyj-chelovek-pauk-360x270.jpg,"Человек-паук и его темная сторона – мем из Тиктока, в котором обыгрываются двусмысленные фразы. Эти фразы выражены в картинках с классическим и темным Человеком-пауком."
толстяк ест пиццу и бьет аллигатора,https://memepedia.ru/tolstyak-est-piccu-i-bet-alligatora/,14300,2023,https://memepedia.ru/wp-content/uploads/2023/10/muzhik-bet-krokodila-360x270.jpg,"Толстяк ест пиццу и бьет аллигатора (Fat man eats pizza and kicks an alligator) – мем на основе снимков, на которых чернокожий толстый парень ест пиццу в болоте и бьет ногой аллигатора. Кадры были сгенерированы нейросетью и быстро стали вирусными."
кевин джеймс ухмыляется,https://memepedia.ru/kevin-dzhejms-uxmylyaetsya/,10700,2023,https://memepedia.ru/wp-content/uploads/2023/09/kevin-dzhejms-mem-360x270.jpg,"Кевин Джеймс ухмыляется (Kevin James Smirking) – мем с фотографией актера Кевина Джеймса в зеленой клетчатой рубашке, который ухмыляется и пожимает плечами. Может выражать извинение, скромное согласие или стыд."
самоуверенный шариков,https://memepedia.ru/samouverennyj-sharikov/,33400,2023,https://memepedia.ru/wp-content/uploads/2023/09/mem-sharikov-360x270.jpg,"Самоуверенный Шариков – мем с персонажем фильма “Собачье сердце” Полиграфом Полиграфовичем, который сидит на диване и рассуждает о чем-то, в чем плохо разбирается."
как часто ты думаешь про римскую империю,https://memepedia.ru/kak-chasto-ty-dumaesh-pro-rimskuyu-imperiyu/,45500,2023,https://memepedia.ru/wp-content/uploads/2023/09/kak-chasto-ty-dumaesh-pro-rimskuju-imperiju-360x270.jpg,"Как часто ты думаешь про Римскую Империю? (How Often Do You Think About the Roman Empire?) – тренд из Тиктока, в котором девушки спрашивают парней, как часто они думают про Римскую империю."
мексиканский инопланетянин,https://memepedia.ru/meksikanskij-inoplanetyanin/,6900,2023,https://memepedia.ru/wp-content/uploads/2023/09/prishelec-meksika-foto-360x270.jpg,"Мексиканский инопланетянин (Mexico Alien bodies) – мем с фотографиями трупов инопланетян, которые показал мексиканский журналист. Один из кадров с мумией пришельца стал шаблоном о старости и дряхлости."
у тебя сколько что ли два,https://memepedia.ru/u-tebya-skolko-chto-li-dva/,20100,2023,https://memepedia.ru/wp-content/uploads/2023/09/tak-a-u-tebja-skolko-chto-li-dva-360x270.jpg,"У тебя сколько что ли два? – мем из Тиктока со звуком из ролика певицы Монеточки. Девушка записала ироничный видео-ответ, который за три дня стал вирусным трендом."
хасбик идет,https://memepedia.ru/xasbik-idet/,4500,2023,https://memepedia.ru/wp-content/uploads/2023/09/hasbik-idet-360x270.jpg,"Хасбик идет – мем из Тиктока, в котором Хасбулла Магомедов шагает под песню Татьяны Булановой “Ты не любила”. Видео выражает грусть и одиночество."
скибиди туалет,https://memepedia.ru/skibidi-tualet/,19700,2023,https://memepedia.ru/wp-content/uploads/2023/09/skibidi-toilet-360x270.jpg,"Скибиди туалет (Skibidi toilet) – мем, основанный на серии абсурдных роликов блогера DaFuq!?Boom! Это анимационные видео, в которых торчащая из унитаза голова противостоит камераменам."
магшот дональда трампа,https://memepedia.ru/magshot-donalda-trampa/,7300,2023,https://memepedia.ru/wp-content/uploads/2023/08/tramp-v-tjurme-360x270.jpg,"Магшот Дональда Трампа (Тюремное фото Дональда Трампа, Donald Trump’s Mugshot) – мем на основе фотографии Дональда Трампа, сделанной во время его ареста."
мужчина катит камень в гору,https://memepedia.ru/muzhchina-katit-kamen-v-goru/,16700,2023,https://memepedia.ru/wp-content/uploads/2023/08/sizif-mem-360x270.jpg,"Мужчина катит камень в гору – мем с интерпретацией мифа о Сизифе. На картинке голый атлет тянет большой круглый камень в гору. Это символизирует тяжелую, бесполезную и безрезультатную работу."
черный кот невнимательно слушает,https://memepedia.ru/chernyj-kot-nevnimatelno-slushaet/,23200,2023,https://memepedia.ru/wp-content/uploads/2023/08/blackcatzoningout_meme-360x270.jpg,"Черный кот невнимательно слушает (Black Cat Zoning Out) – видеомем с черным котом, который смотрит на полосатого кота рассеянным взглядом. Выглядит так, словно коты ведут беседу. Черный кот олицетворяет ситуации, когда человек отключается посреди разговора и теряет нить повествования. Или же ему неинтересно и он просто думает о своем."
света нету нихера нету горят дома,https://memepedia.ru/sveta-netu-nixera-netu-goryat-doma/,7000,2023,https://memepedia.ru/wp-content/uploads/2024/08/869831_cu933_622-360x270.jpg,"Света нету, нихера нету, горят дома – мемный трек, созданный из голосов жительниц Белгорода, записанных во время наступления ВСУ в 2023 году. В записи женщина возмущается, что горят дома и отсутствует электричество. Украинцы и их сторонники используют этот трек для поднятия боевого духа."
обожаю это,https://memepedia.ru/obozhayu-eto/,20700,2023,https://memepedia.ru/wp-content/uploads/2023/07/obozhajut-etu-gonku-nasral-360x270.jpg,"Обожаю это (Это же мой любимый…) – серия мемов, где простые предметы и явления называют схожими словами. Например, вместо “База Лайтера” – газлайтер, а в место “нектарина” – никотин."
матушка неужели мы это проглотим,https://memepedia.ru/matushka-neuzheli-my-eto-proglotim/,14500,2023,https://memepedia.ru/wp-content/uploads/2023/07/margarita-simonjan-matushka-360x270.jpg,"Матушка, неужели мы это проглотим – мем с фразой из твиттера Маргариты Симоньян. Пользователи шутят про большую еду и противные вещи, оказавшиеся во рту, используя скриншот поста."
залупа иваныча,https://memepedia.ru/zalupa-ivanycha/,32700,2023,https://memepedia.ru/wp-content/uploads/2023/06/zalupa-ivanycha-film-360x270.jpg,"Залупа Иваныча – мем с несуществующим фильмом и обложками к нему в разных стилях. Пользователи иронично показывают, какими были бы обзоры и постеры к картине от разных авторов и ютуб-каналов."
а мне  дороже ,https://memepedia.ru/a-mne-x-dorozhe-y/,29300,2023,https://memepedia.ru/wp-content/uploads/2023/05/a-mne-dorozhe-360x270.jpg,"А мне X дороже Y – мем с разными персонажами, которые иронично признаются, что что-то им дороже чего-то другого."
рыба с большой головой смотрит на дайвера,https://memepedia.ru/ryba-s-bolshoj-golovoj-smotrit-na-dajvera/,10400,2023,https://memepedia.ru/wp-content/uploads/2023/05/kobudaj-ryba-mem-360x270.jpg,"Рыба с большой головой смотрит на дайвера (Рыба и водолаз) – мем из вирусного видео, на котором овцеголовый губан смотрит на дайвера, который раскалывает моллюска."
две девушки в черных платьях,https://memepedia.ru/dve-devushki-v-chernyx-platyax/,15300,2023,https://memepedia.ru/wp-content/uploads/2023/05/devushki-v-chernyh-platjah-mem-360x270.jpg,"Две девушки в черных платьях – мем с двумя нарисованными девушками в черных платьях, которые стоят друг против друга. Выражает разницу в предпочтениях и вкусах юных девушек и взрослых дам."
пивной ежик,https://memepedia.ru/pivnoj-ezhik/,10100,2023,https://memepedia.ru/wp-content/uploads/2023/05/pivnoj-yozhik-360x270.jpg,"Пивной ежик (Celebrities Shop Too) – мем про ежика с кружкой пива, основанный на шаблоне художницы mysillycomics. В рунете представили одну из вариаций веб-комикса, которая получила развитие в других форматах."
война древних русов с ящерами,https://memepedia.ru/vojna-drevnix-rusov-s-yashherami/,82300,2023,https://memepedia.ru/wp-content/uploads/2023/05/jashchery-protiv-rusov-360x270.jpg,"Война древних русов с ящерами – серия мемов, основанных на шизоидной теории заговора профессора Багирова. В мемах обыгрывается выдуманное противостояние древних славян с рептилиями."
пригожин просит снаряды,https://memepedia.ru/prigozhin-prosit-snaryady/,34700,2023,https://memepedia.ru/wp-content/uploads/2023/05/prigozhin-prosit-snarjady-memy-360x270.jpg,"Пригожин просит снаряды – серия мемов, на которых Евгений Пригожин просит боеприпасы для ЧВК “Вагнер”. В шутках основателя ЧВК путают с продюсером Иосифом Пригожиным и высмеивают его обращение к Шойгу."
у мужлан нет прав,https://memepedia.ru/u-muzhlan-net-prav/,19100,2023,https://memepedia.ru/wp-content/uploads/2023/04/muzhlan-360x270.jpg,"У мужлан нет прав – мемная фраза, сказанная голосом маленькой девочки. Стала вирусной в Тиктоке благодаря многочисленным музыкальным миксам. Тиктокеры и тиктокерки снимают профеминистские видео, высказываются против патрирхата. Некоторые парни снимают ироничные танцевальные видео."
джон сина танцует в наушниках,https://memepedia.ru/dzhon-sina-tancuet-v-naushnikax/,14000,2023,https://memepedia.ru/wp-content/uploads/2023/04/screenshot_20-2-360x270.png,"Джон Сина танцует в наушниках – мемное видео, на котором актер и рестлер Джон Сина сидит в наушниках и танцует. Он одет в оранжево-розовый пиджак. Фрагмент взят из шоу Джимми Феллона. Он стал популярен в Тиктоке, Сине меняют фоны и добавляют надписи. Основным звуком для этого мема стала песня “Cupid” Fifty Fifty."
николас кейдж и педро паскаль в машине,https://memepedia.ru/nikolas-kejdzh-i-pedro-paskal-v-mashine/,15900,2023,https://memepedia.ru/wp-content/uploads/2023/04/kejdzh-360x270.jpg,Николас Кейдж и Педро Паскаль в машине – мем с фрагментом из фильма “Невыносимая тяжесть огромного таланта”. Николас Кейдж и Педро Паскаль едут в машине и смотрят друг на друга. В видео-версии мема звучит песня “Make Your Own Kind of Music” певицы Касс Элиот.
леди гага в роли харли квинн,https://memepedia.ru/ledi-gaga-v-roli-xarli-kvinn/,13800,2023,https://memepedia.ru/wp-content/uploads/2023/04/ledi-gaga-harli-360x270.jpg,"Леди Гага в роли Харли Квинн (Lady Gaga’s Harley Quinn) – серия мемов с кадрами из предстоящего фильма “Джокер 2”, на которых Леди Гага исполняет роль Харли Квинн."
педро паскаль ест сэндвич,https://memepedia.ru/pedro-paskal-est-sendvich/,14200,2023,https://memepedia.ru/wp-content/uploads/2023/03/pedro-paskal-est-buterbrod-360x270.jpg,"Педро Паскаль ест сэндвич (Грустный Педро Паскаль, Pedro Pascal Eating a Sandwich) – мемное видео, на котором актер Педро Паскаль ест бутерброд с арахисовым маслом и вареньем. Ролик стал популярным шаблоном в Тиктоке."
бархатные тяги,https://memepedia.ru/barxatnye-tyagi/,68200,2023,https://memepedia.ru/wp-content/uploads/2023/03/h60e243c0257b4a048558d71e3f015e050-360x270.jpg,"Бархатные тяги (Что за тяги такие) – мем, в котором мужской голос восторженно говорит про обувь. Как правило, с этим звуком показывают нелепую или очень пафосную обувь. Но иногда бархатными тягами могут иронично называть любую пару обуви, в том числе очень модную и желанную."
паническая атака джоэла,https://memepedia.ru/panicheskaya-ataka-dzhoela/,11300,2023,https://memepedia.ru/wp-content/uploads/2023/02/ustavshij-dzhoel-mem-360x270.jpg,"Паническая атака Джоэла (Уставший Джоэл, Joel’s Panic Attacks) – мем с персонажем сериала The Last of Us, который прислоняется к дереву и держится за сердце. Может выражать грусть, отчаяние или усталость."
чвк редан,https://memepedia.ru/chvk-redan/,237600,2023,https://memepedia.ru/wp-content/uploads/2023/02/chvk-redan-eto-360x270.jpg,"ЧВК Редан – новая молодежная субкультура, которая якобы выступает против оффников, скинхедов и “нерусских”. Отличительные черты – длинные волосы, изображение паука с цифрой 4."
тюбик чечик масик штрих что за типажи парней и мемы с ними,https://memepedia.ru/tyubik-chechik-masik-shtrix/,163500,2023,https://memepedia.ru/wp-content/uploads/2023/02/tjubik-chechik-shtrih-360x270.jpg,"В твиттере разбираются, кто такой тюбик и масик. Ироничные обозначения типажей мужчин стали мемом после твита Дарьи Зарыковской. И хотя слова существуют давно, в тренде люди распределяют персонажей на 4 типа: тюбик, чечик, масик и штрих."
  мемы бойкот и арты с роботамиблизняшками,https://memepedia.ru/atomic-heart-memy-bojkot/,16300,2023,https://memepedia.ru/wp-content/uploads/2023/02/atomik-hart-memy-360x270.jpg,"Игра Atomic Heart вызвала большой резонанс из-за российских разработчиков, но многие геймеры все еще ждут ее релиза. Задолго до выхода игру полюбили благодаря хайповым трейлерам с необычной музыкой и атмосферой советской антиутопии. Пока одна сторона активно бойкотирует “Атомное сердце”, другая пилит мемы и арты с Близняшками."
тварь пока не готова к взаимодействию,https://memepedia.ru/tvar-poka-ne-gotova-k-vzaimodejstviyu/,12000,2023,https://memepedia.ru/wp-content/uploads/2023/02/tvar-poka-ne-gotova-mem-360x270.jpg,"Тварь пока не готова к взаимодействию (Beast is not ready to be interacted with) – мем с кадром из игры Hogwarts Legacy, на котором волшебник пытается приручить фантастическое животное. Показывает моменты, когда человек не хочет или не готов общаться с другими людьми."
палка на которой все держится,https://memepedia.ru/balka-na-kotoroj-vse-derzhitsya/,14300,2023,https://memepedia.ru/wp-content/uploads/2023/02/mem-bashnja-i-palka-na-kotoroj-ona-derzhitsja-360x270.jpg,"Палка, на которой все держится (Палка подпирает конструкцию, Опора держит башню) – мем со схемой сложной конструкции, похожей на башню, которая держится на одной тонкой палке или опоре. Эта палка символизирует что-то незначительное, что иронично считают опорой громады."
блять какой же он ебучий,https://memepedia.ru/blyat-kakoj-zhe-on-ebuchij/,86300,2023,https://memepedia.ru/wp-content/uploads/2023/01/ebuchij-360x270.jpg,"Блять какой же он ебучий (Какой же он, What the fuck is he) – мем с той-пуделем Чиро и фотожабами, на которых собаку помещают в различные локации. Основой для мема стала фраза “Блять какой же он ебучий”, которой пользовательница твиттера описала Чиро."
финн вулфхард щелкает пальцами,https://memepedia.ru/finn-vulfard-shhelkaet-palcami/,12300,2023,https://memepedia.ru/wp-content/uploads/2023/01/finn-vulfard-shchelkaet-palcami-360x270.jpg,"Финн Вулфхард щелкает пальцами (Finn Wolfhard Snapping, Mike Wheeler Snapping his fingers) – мем в Тиктоке с персонажем сериала “Очень странные дела” Майком, который надвигается на камеру, щелкает пальцами и улыбается."
слушай тебе же подарили сладкий подарок,https://memepedia.ru/slushaj-tebe-zhe-podarili-sladkij-podarok/,78700,2023,https://memepedia.ru/wp-content/uploads/2023/01/leonid-volkov-mem-360x270.jpg,"Слушай, тебе же подарили сладкий подарок? – мем с оппозиционером Леонидом Волковым, который просит ребенка отдать сладкий подарок, чтобы победить Путина. Оригинальный шаблон пародируют с разными персонажами."
